ID	MB	COR	SHFT	DIF	W	CLASS
CAPN1-HSP90AB1 complex_6706	"CAPN1,HSP90AB1"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.30193813047587065,-0.3833382820480542,-0.4278488842570977,-0.45872395558978407,-0.47530652334146484,-0.48620138955851877,-0.509088065221479,-0.5353010686755192,-0.535483432469729,-0.5317279449680518,-0.5210363599905811,-0.5847861909639313,-0.7321569201209573,-0.8285529030179514,-0.8716096572670621,-0.8735003510122084,-0.7959493579388881,-0.5865371569947734,-0.23645130212270868,0.23105360662356814,0.6285897903402686,0.6657312171805527,0.6696305027199377,0.7544725993815805,0.8350497095772662,0.8563094656758681,0.8210219317739114,0.8200180346916075,0.8025965751541967,0.6801017202407169,0.4080450182937033,0.22937924567341977,0.4180663072905506,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	17	"0.0,0.002904318660748334,0.0074935811263518995,0.011889085810011206,0.015281872784101553,0.01809851414833487,0.02071101718370841,0.02353963752126035,0.026091124711637326,0.027265047323235474,0.027061052710582897,0.025614957822989646,0.0236166109864191,0.02130627797219883,0.020858540027680155,0.025011150047535145,0.029806794257842998,0.03150277177673271,0.03251763551233442,0.033582925508156544,0.035135047439932655,0.036825520494895084,0.0403213263831161,0.04582762686792602,0.05032957843150991,0.05798673333815803,0.0669352396563539,0.07437696744556374,0.08538412109258924,0.1082299051998707,0.19766998835844055,0.4478043863506354,0.8078843535167106,1.0,0.8617447060375005,0.5448584441569866,0.29415631963201927,0.1599178609129205,0.0926814106300014,0.05783198368801401,0.03504318024578694,0.019168084215703256,0.00996775774619537,0.004878927432007775,0.006082271050358655,0.03184872618983099,0.07917559471705618,0.20822156330122385,0.4910473504926885,0.8387094136223562,0.9871681846306742,0.8097139542138435,0.49739347788294946,0.2606497204960443,0.13471891780098605,0.07354408672256052,0.036823951315896726,0.008687668989453848,0.00412864178409374,0.005970278356617266,0.007046267740968691,0.007855532493984517,0.006883176386356203,0.005549368381324856,0.004546563141117964,0.003667384669783774,0.0030762979725249984,0.0028023321502218513,0.003072499337265728,0.0033947191172660264,0.002608744193881838,0.0012701394195669116"	3.5	0
"NOS3-HSP90-AKT complex, VEGF induced_5718"	"AKT1,HSP90AA1"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.23460233581741868,-0.2936028072987044,-0.38840055938181656,-0.482160458039579,-0.5127768334085437,-0.501935274339975,-0.5063518625449129,-0.5326059664358631,-0.56730465289171,-0.5714567545818139,-0.5188314493758812,-0.3508915398750752,0.1652729090942599,0.4955250243157026,0.6578445044665708,0.736774380957482,0.6903915433785891,0.6151292207813474,0.5732241474577924,0.5933165309959714,0.530071816859684,0.21223786643854148,-0.27457520031764376,-0.3903678616728645,-0.15023933897722005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	19	"0.0018559948155093913,0.0038690847106149485,0.0068924388729360575,0.009554060663764257,0.011446071944832697,0.013134961310703795,0.014674257875305267,0.016197857774924787,0.01775477376204521,0.01861244829434111,0.01829645018635449,0.016740513373088167,0.015093615158700129,0.014349780668547621,0.014781651889463449,0.01693800756414792,0.019155691189354788,0.020152306539216472,0.021124669340808706,0.022174751681920853,0.023798129190101058,0.024972147434251482,0.02455980028734554,0.025922938704541154,0.03491425069715371,0.04895657460370246,0.061859880406945844,0.07304501489959411,0.0866989401743352,0.11286431283522892,0.18670884209975838,0.3435444057108849,0.6447345541988104,0.9995342386264573,1.0,0.6502793625076891,0.3466063826503842,0.18273314653551787,0.09479920319384941,0.05274896085983343,0.032739224345049715,0.02337995087774876,0.01900939916150849,0.01666764142842956,0.015204414326116755,0.012990759600876915,0.00956538951488962,0.006074256730067189,0.0007691668297964208,0.03517518183137841,0.1624090438121246,0.4512133066546335,0.8260020064358494,0.9971300715911626,0.7843831552838061,0.41741541318313197,0.17771978378045844,0.07127011667846515,0.02113200449639186,0.0023580003709357455,0.0011023337335774837,0.0015276837286503412,0.001729002813123923,0.0019420447722635933,0.002385052749617139,0.0025837577754255986,0.002211908705492554,0.0018536656505594537,0.0016697682739909574,0.0012874807058870078,0.0006028311866031888,0.0"	2.5	0
COMMD1-CCDC93-C16orf62 complex_7134	"C16ORF62,CCDC93,COMMD1"	"-0.1456420245788316,-0.1226837401350593,-0.0836976721698508,-0.024168236603502032,0.026442459668817125,-0.006308916434025168,-0.045524974494750264,-0.030982683020477172,-0.005540900472569406,0.1752679065034756,0.25722675271481815,0.11407653118112067,0.180"	0	"0.01394448882655501,0.04195079541486758,0.08214516636303688,0.0989858104119241,0.08611189250199174,0.07162697065140562,0.05323829396395622,0.06984483667578521,0.07566658293680746,0.06827110086873495,0.07385994428549221,0.10963893057725306,0.10003872055119228,0.05957461169290804,0.030253927686102588,0.027496264974534834,0.03852434568659141,0.05596905925291634,0.06328255267073628,0.06883294815379462,0.08768985309437018,0.09601045437304585,0.06274604209806416,0.0662742197970177,0.06686898882340746,0.058956275049952954,0.04158394172604848,0.04224077599262621,0.08092545686718416,0.09266401033973726,0.055277547277382245,0.04886524202978667,0.0,0.13201177120813265,0.2311627625569053,0.24318814727327784,0.186878822691075,0.11828659282793745,0.07298616592187812,0.05373767757815751,0.04725265464655095,0.04245294799030536,0.02923442362502718,0.011636945734915938,0.02910571931791699,0.07050073296079408,0.10371063126807513,0.11455742072950414,0.10171960588327121,0.09225608196022446,0.10666533157180431,0.12102885766431466,0.10199808182918196,0.05993935760542712,0.021769933078259626,0.003916190804704827,0.0002955260119309041,8.499637182324169e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	4.333333333	3
Bad-Gk-Wave1-Pkaca-Ppp1cc complex_694	"BAD,PRKACA,WASF1"	"nan,nan,nan,nan,nan,nan,nan,0.22730685993099622,0.3801008803442854,0.1090319238943647,-0.33156761735158713,-0.5603374396129566,-0.6565021689820246,-0.7478598301509661,-0.8765539236216993,-0.9761472064211658,-0.9858640463106454,-0.9786519599650324,-0.9619350048633758,-0.8885554441309165,-0.7637750178819717,-0.6490746834283594,-0.5604402040577834,-0.4377763228648234,-0.054523238579530786,0.3785801983913372,0.4669364774765464,0.512541131413777,0.5710979294575199,0.6204180856224064,0.5220912784547609,0.15140952491614673,0.10405305467512371,0.07808824305078814,0.05001141315359809,0.004848969075816945,-0.04171875129714639,-0.08692604796050817,-0.13221671001662696,-0.183210187307376,-0.2562969874746368,-0.08026922852357167,-0.5070149930220319,-0.7682545299537767,-0.894139832813928,-0.9170956702797,-0.7927319327788657,-0.6590696179978737,-0.5522566989158437,-0.48639048895082226,-0.4753483137708825,-0.4935251652600087,-0.5303085653407658,-0.5350047291337345,-0.33768638136002943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	10.66666667	"0.06789414558482876,0.10715583405718891,0.14828795843942755,0.1451952783942098,0.10959757010666214,0.0829533295638348,0.07483617296196221,0.0748192386410651,0.07609653716189209,0.07768759395168735,0.07827449240450382,0.07279612257622539,0.06623448889916995,0.06184044638750245,0.06136589173736929,0.06718831417171672,0.07533337122964341,0.07879495414162517,0.07266564081281744,0.06270554522496206,0.057974847575722875,0.0694886170029401,0.06666469653169932,0.08562794725944012,0.16477090464493896,0.25378112521336477,0.30520798016767386,0.34733452754485983,0.431206686766302,0.5324032857030051,0.614700632392905,0.6666666666666666,0.6616466565561233,0.5709507474806758,0.393271995268877,0.19872336272062005,0.07707480045868953,0.023060354392159876,0.003949342707415778,0.0065303451594576276,0.03429339261855736,0.08689151135544103,0.1429966306356915,0.18178813282471706,0.18355216738169544,0.33641624586434876,0.5781313286746034,0.6666666666666666,0.5147897416151368,0.2703430741547625,0.26119609985844255,0.2683884399785305,0.2692887040202703,0.28222104619623173,0.3559309849197569,0.48729732628412115,0.604016278208617,0.6666666666666666,0.6445880475933307,0.5321882962283017,0.44988871363820593,0.4115347362305563,0.35392021621796904,0.296573427358634,0.25114408450349984,0.18672351941463758,0.13188239147206235,0.11812955905033073,0.1202492829875471,0.11420610715343688,0.08588778350684988,0.051727587287203364"	5.333333333	0
Itgb1-Rap1a-Prkd1 complex_2415	"ITGB1,PRKD1,RAP1A"	"0.7344862259620757,0.7000846059340525,0.5947027447020864,0.3398075315214079,-0.15153093030474743,-0.5864033408127822,-0.8097203222429835,-0.8986206485713645,-0.9221733995931023,-0.9090010809875297,-0.8458396292981561,-0.6129232641814555,-0.05264633606186877,0.5537107286335717,0.850378239951937,0.9395531687487982,0.9737083228408474,0.986134529269728,0.9844192776796322,0.9907733264977523,0.9969292438155223,0.9993524164503688,0.9996621876529531,0.13161166505700042,0.14044020500318935,0.11418094687549496,0.02014722111604672,-0.12912990199789873,-0.2477622919514394,-0.3262541471609703,-0.38017328798050265,-0.3393724348791792,-0.17495162591697888,0.019851601361120453,0.17281155504707416,0.2517112318256974,0.2632263829767625,0.22443119115401342,0.24545730665115595,0.3450989501805812,0.38447357752691813,0.420252873870875,0.44777062839796383,0.37082608852617643,0.0660851599923326,0.0902127491850951,0.22322010291497474,0.46639329839674054,0.6795150553771703,0.6175544515720106,0.4519463156783222,0.28746994016803384,-0.03170408463786635,-0.5732181067695391,-0.5426862637739513,-0.19602367688873185,0.1895126994844266,0.5502886170733728,0.7607695123752687,0.7784935604055743,0.9156101468112994,0.9143981880385491,0.8472373309372799,0.8101071317932933,0.7778631084758796,0.7405469663437735,0.6960337139199949,0.6886762568674398,0.7635288214715247,0.8994786984158355,1.0,nan"	4.666666667	"0.06739887490320119,0.12695976757782604,0.2240608088600375,0.32849094413681584,0.4286174072214218,0.5151180664438908,0.5768329452493884,0.6289781873917225,0.6666666666666666,0.662290671187359,0.620757105264563,0.5573598639623015,0.48777113378158693,0.4800844385321565,0.5059301859855605,0.5850753780027446,0.6539864334180677,0.6666666666666666,0.6512040815978981,0.5947350682399636,0.5283639135754774,0.4634519276639221,0.42419887754988933,0.40943736113982343,0.36161469164497967,0.2977158040057198,0.23514283364543623,0.17317940698694037,0.13535721786911575,0.11499383093638695,0.10355989165578434,0.10433680353389625,0.10914066303151924,0.10699197281066085,0.08549856915602048,0.10271864562858574,0.36360293510805425,0.5945541599653796,0.5979565640095893,0.40126223645766856,0.15271323846812798,0.042681097498186715,0.06571611032135627,0.07351835731501873,0.08255811569383814,0.08961873928112139,0.08799094059619944,0.0746819304793986,0.04653102172822398,0.02179786819708829,0.012388843060989986,0.013549089350622268,0.027652045288074866,0.04815844565969691,0.055486543300615726,0.056333762885026284,0.0630575498788276,0.08110824057686121,0.09918207653295352,0.10501390870574527,0.10233381136595432,0.08907771804105784,0.06601478023669427,0.050704105670265315,0.04826224949125912,0.048968832484842795,0.04493006938695796,0.031675023167564424,0.029129334954200437,0.024371481096356024,0.012108646703837345,5.698723864546799e-06"	6	0
TLE1 corepressor complex (MASH1 promoter-corepressor complex)_3135	"HSPA4,NCL,NONO,NPM1,PARP1,RAD50,TLE1"	"0.5246305163116839,0.34057943886793973,0.04246575174126498,-0.06569727048101333,-0.11035663342811378,-0.14238394943656052,-0.14379709854498107,-0.01897361808367232,0.027469696936746273,0.06648775181676093,0.11275939159108407,0.19641419255283546,0.20691791829682524,0.10690650865706891,0.08224306313715637,0.02918324868659675,-0.0007990273964853074,-0.04597114373143659,-0.09064864229303315,-0.11320314121329514,-0.12563289960910945,-0.11988696303839395,-0.02976794335266566,0.07150840813784434,0.07778141445530651,0.056237931655075436,0.06273060645688211,0.1123434470053961,0.10441517139742479,0.0528219624001687,-0.0395794857722814,-0.0858325328204222,-0.14573318087177148,-0.17296068356474245,-0.15652950725941542,-0.09797598346391657,-0.07574193445957175,0.06727837879671165,0.22838824890079845,0.39672965713378106,0.5878407069082089,0.7590836971747116,0.842615588439638,0.723968984253873,0.33257335584097386,0.18671029924609064,0.1743958655411247,0.20691659690321126,0.2731826055595841,0.37945149919150245,0.5211737125974855,0.6647128230443256,0.7711234565076024,0.758089336458869,0.6451530942884449,0.4852103871813299,0.32323403236778114,0.25174395579883174,0.3614652740801486,0.6505587221784588,0.829252787900564,0.92052724266076,0.9626622868020585,0.9698890561761735,0.965454681215359,0.9690480995905524,0.9812958535861936,0.9858160319835543,0.9849214427737254,0.9905049417902312,1.0,nan"	14	"0.08109333274840817,0.15128695802616288,0.2695686897575968,0.3809604282794789,0.4389677020947179,0.41427495800414366,0.32876382775510987,0.24564721628828937,0.2017283218416836,0.19418387327849654,0.20506485189894774,0.2099109612280645,0.20321273775804927,0.18537084753027672,0.1885295863036783,0.2287006229264947,0.2758112930650932,0.3098328152841098,0.32698123896563736,0.3469012767869034,0.38108829552002843,0.40067515625629163,0.38284544977710916,0.3875567924196956,0.36774597562947287,0.310860703493122,0.23218073500624442,0.18604226401197835,0.19659967310766766,0.2317242401898176,0.2760340970502741,0.3358929570560508,0.38920679345172865,0.4306420452072802,0.48287907380688255,0.5291886119529712,0.5496259600043952,0.5485929174071709,0.5184626709173473,0.4486766044888652,0.38904992678999034,0.3853175152599823,0.4246850701249475,0.4361894176021177,0.39693297688698187,0.323369219435893,0.24265972304942546,0.19169783414735223,0.16706742066178398,0.1588613201962793,0.1613020097943151,0.17387848265552108,0.21418306819923605,0.25437762901857275,0.22925154954472007,0.1894920617607149,0.1785146981313471,0.16706221441738067,0.13967790522443738,0.11433757850495367,0.11224761215016452,0.11554415860069402,0.10666589294877885,0.0981883191462647,0.09554810568351318,0.0918131954480754,0.08470842668430076,0.07692036874832972,0.06884126724995794,0.06130142708834087,0.04874245930405762,0.031208410419659594"	6.285714286	0
TIP5-DNMT-HDAC1 complex_5695	"DNMT1,HDAC1"	"0.5985636758423226,0.6448565924858168,0.6424313247953837,0.45717672496961537,0.23371314642858187,0.11617356125412047,0.1526631748967552,0.308922997213857,0.5921327128127193,0.5972374240944776,0.42206410507384773,0.25453372463285867,0.09321292980994249,-0.15002310807400135,-0.43727173077550674,-0.5181354607312745,-0.5087025944088055,-0.6267239914939403,-0.7710560785465321,-0.7836348181670061,-0.822077804962793,-0.8675954742553749,-0.8552871173658396,-0.7619999673222733,-0.637775646846958,-0.5242789998803815,-0.4579615909024666,-0.4792634935158218,-0.6109271980426859,-0.726829906877713,-0.6258495708767279,-0.4568789019596417,-0.21480659404367708,0.14237213866422843,0.5200779349352447,0.7877802255292305,0.9158828824116458,0.93522276513999,0.6843179046256632,-0.21069595538164104,-0.5847688568393523,-0.7528238539480923,-0.869945659333863,-0.9256729786853295,-0.8877172958417872,-0.7771987450784206,-0.6337726225515715,-0.4799418700151895,-0.3724860370323174,-0.5217487720906238,-0.7755543501379923,-0.8109336238069804,-0.6994738691257244,-0.20771854060988604,0.5401709418796218,0.7538205735630864,0.8398541446354592,0.6990741196218616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	3	"0.12732820371251807,0.2316966243439526,0.3792946834941376,0.4768348602912436,0.5203234484568879,0.5582710627474348,0.5852173646791595,0.6025835319758676,0.6286265470335677,0.6318661724700537,0.5873665024294062,0.5197765827431993,0.482315937871796,0.5060754634671827,0.6295131374548666,0.8434793667484157,0.9718234467972912,0.8989084507885088,0.7352576992242177,0.5772482591822804,0.5009834979852804,0.492389160715331,0.5208488500164693,0.5445851369649921,0.4752275446774901,0.3800858515968802,0.29514960769277837,0.19148999015605073,0.11044942881043492,0.03901854975069145,0.02294349882218745,0.07078343435241315,0.1273869540545433,0.2131716828642272,0.34742150202434596,0.5461698637803701,0.7687079267341225,0.903742733291781,0.8860733901330292,0.7709220650519046,0.6370118802215167,0.5147147938598821,0.40123392846645445,0.315687779144391,0.26739560341761204,0.2346520348227106,0.19671635207188098,0.11305366544753781,0.07090841542532181,0.3215565148179401,0.5267191212377798,0.5548237360246587,0.39937629116866113,0.1875379331746185,0.03276512286604386,0.02494372232146637,0.031093980989597557,0.026401411395175177,0.020568247680864096,0.01775435220004273,0.019533019993518332,0.020547254726837723,0.018566049453535294,0.017164680934234348,0.01807901385052924,0.02007478279467083,0.024893765753623325,0.03207660415399763,0.03371584601444974,0.025228239883137545,0.012480104625721092,0.0042546021837856825"	7.5	0
p85alpha-SHP2-Gab2 complex_6408	"PIK3R1,PTPN11"	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9333438332216322,0.8679166273916238,0.8179951136814058,0.8134439965580911,0.8445368773186344,0.8734283145642993,0.894531905840765,0.9237968736334026,0.9420800031976261,0.8568015614879831,0.6363623280387996,0.16324961248693437,-0.35545172926121466,-0.5785868676918914,-0.6696841373599408,-0.6871275628859278,-0.6832886268721818,-0.6915471991887656,-0.6960725328135013,-0.6217869811645647,-0.4509843865770086,-0.19940251475883877,0.10774005793572324,0.3949107176344638,0.6100358221382254,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	8	"0.0,1.1253066797252392e-06,3.8574337011348434e-05,0.0004989139486550856,0.002616558090885244,0.00641147583066304,0.009481325049536783,0.011079348160213519,0.011689038968184153,0.01183383572606877,0.011523603676603638,0.010258379632093242,0.007450136228715777,0.003242125126786502,0.000641054806278109,9.427268481522058e-05,0.0005659559381992642,0.0029239928209363717,0.00741371822102246,0.01288270418553635,0.01707949503482261,0.016997305587788024,0.017440487398412963,0.018332627467979173,0.01362513603392642,0.005563540617708666,0.0010450928686440925,8.01017406282525e-05,2.321976638967135e-06,0.0,0.0,1.085498591831594e-06,3.7714352664402454e-05,0.0004991648491211573,0.0027692770209325553,0.007640641981438318,0.013285964736518614,0.013237801759706853,0.017154775602644026,0.12602250529993358,0.3896428121546487,0.7565238261993658,0.9249406546765601,0.7359308715239506,0.38061647999978293,0.1438784581472684,0.035572402294531555,0.2736226094724693,0.5630927578768294,0.8484734554479432,0.9999924765408069,0.906945896083511,0.6497177028394845,0.39464666468575593,0.21569466501854492,0.1163961996998838,0.06950322288584973,0.04428402700223516,0.02679021147886657,0.016219367641196778,0.011406720759261996,0.009313648563738636,0.006973449273612645,0.0070529028186312815,0.007434274513397859,0.00500927691392981,0.0018650719114674471,0.00033260726804777946,2.490687809475204e-05,7.116909372205351e-07,0.0,0.0"	3	0
Polycomb repressive complex 4_1177	"EED,EZH2,SIRT1"	"nan,nan,nan,-0.11397292230959928,-0.6268552742329057,-0.6508030843484429,-0.6278824926495813,-0.7135632086477045,-0.7792812510332741,-0.8278675315505947,-0.8134789198631828,-0.8384319694278456,-0.09159807117051703,-0.029480529064348098,0.26633610011571923,0.6101387703560973,0.6217008483832984,0.5455419307659568,0.502657784249986,0.561696157731039,0.6879185952363321,0.7444377281823099,0.6727132004423578,0.469294255860665,0.196001498065178,-0.04041733248085063,-0.19349248742694158,-0.28657380628723395,-0.3265233694227697,-0.31978826080628336,-0.22491565240274203,0.026833786425371636,0.31060647559703086,0.5139505167485658,0.4871966733655313,0.3519286105044835,0.22896353046757598,0.22202449468306182,0.20324888765548116,-0.0015834187691088288,-0.2184595054342088,-0.16609655829850417,0.10456765657760306,0.4616658676707744,0.7412725690538434,0.9146465018755741,0.9804551507372343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan"	4.666666667	"1.6538339150773617e-05,0.0005677623263094564,0.007363119891934972,0.03887866414619815,0.096590246667912,0.14310425484021114,0.15009055483816092,0.11270342155349988,0.08757934250329741,0.12119726701698326,0.15365861634682565,0.14203929615910874,0.10342835589733057,0.06513215369365315,0.04961654417708807,0.039946958682246715,0.03147336768182147,0.04384492412714929,0.03779878608663201,0.024213015930179358,0.040753410710814855,0.08390615871671159,0.11079543640844143,0.10683352249050915,0.03909123811248922,0.08586647264622983,0.208203343155402,0.3443551735019901,0.48591832995733886,0.5131178884187685,0.46556232354126825,0.354397469204407,0.2742505742335019,0.4459811272067447,0.5728422704443702,0.6447262196300184,0.6666666666666666,0.6242064217227484,0.5042171741492832,0.34016262044911333,0.19565186390359926,0.11056068018979931,0.05604947352266101,0.08155830248719227,0.11474361048644743,0.0984594871235928,0.04451213903273035,0.0088358436491603,0.000693724635150933,2.041391282647695e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"	5.333333333	0
Podxl-Nherf2-Ezr complex_6785	"EZR,PODXL,SLC9A3R2"	"0.8645415788730192,0.795792348954299,0.5687445050115432,0.24578339208724326,0.5553999900663243,0.7794708304842816,0.862512221819978,0.8971110823900428,0.9015465612544178,0.9309880964987179,0.12672324794777168,0.15178818824293738,0.16034976767846185,0.15307556242141473,0.1302925679422321,-0.023555677316195057,-0.18338454435325766,-0.12773119000714125,-0.038941345977700915,-0.06860163311310792,-0.11278792547276704,-0.11896320013820098,-0.10583801188146118,-0.06476237591874334,-0.007836997112677269,-0.012252565895469006,0.006031511145933255,-0.16486478768453688,-0.27759631612702734,-0.3428502300691069,-0.3347938531392331,-0.2484066657098247,-0.15001277952381128,-0.002663470982519326,0.2997803811079573,0.614879521111206,0.6422355167491488,-0.04655483438770147,-0.2703429474980296,-0.29584570601125265,-0.30423865488903784,-0.27649084637541194,-0.19770645373537335,-0.2205147937816485,-0.2955020399443366,-0.3670299158013268,-0.41533446958587006,-0.42456491894128207,-0.3965296387135498,-0.30653937812795556,-0.12304613228214756,0.10320555191810334,0.256882287777983,0.27449661805887265,0.2015867429494235,0.0355308573731713,-0.1314580422963233,-0.18447197025494447,-0.18629752238890726,-0.0762349089609627,0.10639565063313457,0.29784008662302597,0.4969271790332946,0.5252821781177428,0.33197306194995685,0.10323857391250464,-0.039475331968484594,0.08036081090561899,0.23848812263874705,0.822259271233898,nan,nan"	26.66666667	"0.10366292945379034,0.16826167473466522,0.27935082214099477,0.3901055718663921,0.4808831913774618,0.5556743259305027,0.6052586954712388,0.6415858371708075,0.6666666666666666,0.6595595973783261,0.6058405816633945,0.5055556130755553,0.3853237039475799,0.2720359857415234,0.18846884989664225,0.1466565005015126,0.12608551976363133,0.10887733548195398,0.09682182030578224,0.0879054565443117,0.08209852001610723,0.0753571489275167,0.06959945644890442,0.0653525461733432,0.05170954908208646,0.03620084979228308,0.02937414458664651,0.02426458638560333,0.020240130768657508,0.017565204341522898,0.016448995090637155,0.016904859767749622,0.016730597815165407,0.019373252072529285,0.033535063334412384,0.044026502514866284,0.041660841238545486,0.03057183502038212,0.022929785411521037,0.021524001284516186,0.023455751399047663,0.02481042976253141,0.022072333453357112,0.020168940881256966,0.0337278379521041,0.09801370826131979,0.2725878941268927,0.529577931335299,0.6632320118533463,0.5545435805189276,0.3432830939170706,0.2368857593321033,0.36686938327427976,0.48732483053614056,0.590310508562419,0.6587098583061373,0.6505315637783774,0.5411952541025501,0.38823977065777365,0.2621062304937863,0.20146032624524676,0.16557818285708806,0.1131984693247648,0.058322185612369536,0.019434139932565254,0.005234844104293965,0.004394067533865101,0.005787746665414103,0.007946379097577347,0.009278880734437098,0.007343747847246032,0.0047678317742100495"	6	0
LSm1-7 complex_561	"LSM1,LSM2,LSM3,LSM4,LSM6"	"0.9236862422721849,0.9208578475787867,0.9049373209778908,0.890634626650856,0.9080948868756531,0.9420711404572948,0.9516627588493314,0.9524982710137204,0.9477234379355443,0.9059392946104057,0.8452875332314281,0.7484499790906802,0.5661687949903171,0.2665941977797605,0.2320330632887091,0.1905031009093982,0.3484139543063832,0.6998708817152408,0.8533467027478601,0.8659978148712193,0.8644130418092786,0.8529402796671443,0.835907607614873,0.8324308695471931,0.8410831310161286,0.855716152839386,0.8582206519322823,0.7611844634714645,0.5546383422452204,0.5012122099974495,0.26200580919682154,0.012745355295986804,0.31208025824488206,0.5727161052118915,0.7176387424136026,0.7571222474514135,0.6271821783468882,0.6994946329750761,0.8725829165580861,0.9552657194797416,0.9828732412284656,0.9871085816427023,0.9839796249790558,0.9850990644959843,0.9874016243753662,0.987622128402526,0.985605306387459,0.9801414975789091,0.970458687708107,0.9675068380600843,0.981299611621513,0.9954539711886312,0.9979735111114071,0.9975959303036221,0.9971394208954397,0.9937617494005379,0.992331966542985,0.9938764850664136,0.9897774138012829,0.9829507590370827,0.9753424739261536,0.9592302861443193,0.9126334698590123,0.8608442761104211,0.8430176655256527,0.8141640392916564,0.7165060684774704,0.8117335902827764,0.8841167673039371,0.9425314883930284,1.0,nan"	0.6	"0.005824185571654629,0.01417891757174009,0.029011762598233952,0.038620040454618365,0.0394225054349049,0.0413024089147602,0.0415649520525476,0.04317611203021531,0.045826165142411786,0.04622049836669378,0.04431734331649481,0.04040123488863327,0.03628817536042969,0.03413499361339416,0.0348481218588101,0.039359217630094485,0.04119437342794264,0.03766395256743723,0.03728377022866608,0.03845653298786557,0.038641358839562656,0.03747128132417586,0.03652919818947371,0.037667800012108635,0.03548793642786595,0.0320210650340438,0.029178609326113804,0.023135643314271346,0.01815415898164609,0.014819568798857295,0.013917775954661588,0.013461113116640788,0.012498671950743615,0.011080620477242533,0.00972509191427631,0.008317491286004217,0.006995713515555007,0.0046820809409172616,0.0017524310189468608,0.0006273525026300986,0.002185537863822064,0.008741329753609839,0.020023990293692243,0.027964199231581117,0.03294573003489178,0.03985343836086181,0.04963131522749747,0.06956219214425448,0.10365548802475628,0.14749198034210032,0.15056297313145484,0.07627254548936165,0.004174601493120278,0.01356370619106737,0.03467293678223682,0.04996364718530584,0.04025331850286573,0.03619780236206988,0.030455266278374037,0.02505498520027365,0.026516243548082175,0.02619189535964377,0.0251990449866994,0.02465047668031927,0.023118781152447164,0.021144114336241925,0.019373431330861286,0.017671228624530688,0.016155043612349335,0.013517774236560384,0.009785202884901765,0.00663342903615981"	4.6	3
