ID	MB	COR	SHFT	DIF	W	CLASS
TIMM8A-TIMM13 complex_6452	TIMM8A#TIMM13	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41171049076265975,0.5338974447940694,0.5458668334736374,0.5686013890755879,0.6394636631036399,0.7647284712800556,0.8840995628675453,0.9143219386161334,0.9271145190764807,0.9556446900421199,0.9757030053185967,0.9860923679667143,0.977086638143038,0.9452624683945691,0.9674051797544696,0.9881499556630174,0.9959383753146553,0.9972214719635901,0.9974335515447177,0.9973358816527713,0.9970054413937471,0.9962706373986232,0.9960253892535015,0.9955915371003776,0.9929551314272236,0.9936105006567704,0.9951812288746623,0.9945934062388284,0.9921502865159008,0.9887649542180107,0.9903761519622084,0.9768826397656417,0.9374821002879589,0.9079549194942801,0.6834666966922365,-0.4115480742738107,-0.6432589821667385,-0.7120547185607542,-0.6445985888235948,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.004005951972935938,0.008563595052054718,0.01467779397967805,0.0182953374777406,0.019404917548721007,0.01902987455064257,0.017210566445194267,0.015395607161478187,0.014906113083098938,0.015389444325076192,0.015146878095410602,0.01300375302113684,0.009784734600071773,0.006818903122652368,0.006341716235431832,0.0079759613337037,0.00931699639528738,0.00899171397047191,0.008775654011125783,0.00887334223381926,0.008588426704693602,0.009021792361337795,0.010287460212485576,0.010688375045779902,0.009921963788591007,0.009027497684333037,0.006756839715867171,0.003303807117459528,0.0017369055802569089,0.0026699488287047672,0.004646238271448923,0.006573223292057891,0.008213827972935262,0.009808948706131686,0.010934680892360904,0.008992943956407191,0.001060953382816355,0.01580324583432654,0.021573388290641926,0.022195870950656615,0.0238293723918067,0.030739121397438916,0.04620227240071076,0.06169925696803576,0.0672888437767142,0.04733711449570992,0.020986909039294788,0.041049001611024316,0.08137184241805234,0.08366494234785982,0.04081183879374184,0.0,0.0013791050349591938,0.029529600150974722,0.0733879883958371,0.07184584414778566,0.011965625694701595,0.029005672044784915,0.03509617615001889,0.027911178747221845,0.022340590447140426,0.01995559034247733,0.016310261843060718,0.013395919806373665,0.011615103175155258,0.008430892958627296,0.004382512297028877,0.0004652924261029064,0.004466652826059157,0.00669111028011773,0.0057057360428147425,0.0036938647704137903"	4	3
ARL2-TBCD complex_6455	ARL2#TBCD	"0.8821365638923392,0.9044915273352411,0.8351903320367178,0.6426866951614538,0.383120594966654,-0.06267414739353667,-0.5383431636779755,-0.7239902712638311,-0.7414085503018134,-0.7062090333958109,-0.6606702746520984,-0.5421031086633751,-0.2779230606323152,0.3188949598886619,0.7132611782648577,0.8173678062983263,0.8558077523596631,0.8393107081444483,0.783379661175568,0.7577573904950435,0.754529482459808,0.7419626306853794,0.7412481040695538,0.7513356269580332,0.6569397222439636,-0.046256062786112086,0.5843265095555358,0.9208250623453388,0.9634519286045269,0.9822413611208339,0.9939169846911192,0.9979948136596306,0.9994066854369177,0.9998431293545392,0.9998526760503758,0.9996259792779838,0.9992930154111247,0.9992424191477224,0.9987872386585962,0.9982223307375111,0.9982657032446179,0.9947927826460715,0.9909456290594043,0.9875458540453226,0.9740223909127866,0.912454789234608,0.6796440371634336,0.38412468085982465,0.3254651133850964,0.28248620389651175,0.17925493581446458,0.1436241431526281,0.38516070753218246,0.8060329126137489,0.9226668536708941,0.9278160988627672,0.9085789661657455,0.8383685751704627,0.5867262243078589,-0.03418609292807309,-0.6556023529396541,-0.42185516043529125,0.125934076838379,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.00177473659615902,0.008786944164458011,0.022303908299327244,0.035452956668260545,0.04462126046675744,0.04478280545855542,0.03811391175653804,0.03808915047116745,0.04216464464429357,0.04247183308338289,0.034576885182568434,0.0065410995532421135,0.030373374209454435,0.03648428699302521,0.0374216303857528,0.07363529857286212,0.11133142843935744,0.13522577065305058,0.16089135326120393,0.17422067260064122,0.15476281720786444,0.09788944727688423,0.02625737136284082,0.019223249579583553,0.03828404008296781,0.04408358976364958,0.03946366577203192,0.03232321470222548,0.03154414544079915,0.031082235978688616,0.027476743999752758,0.023340245257282385,0.021155850251367847,0.01952491004206484,0.014386076429501262,0.008581534409681638,0.01235779439915808,0.0163120961897405,0.009863051889913016,0.002205220129283064,0.007640716421949911,0.0202321066258907,0.017342249329725723,0.0,0.01754665182331383,0.020304505185006816,0.0020198625343532117,0.04012538047808216,0.052645795633950616,0.0023013951292597395,0.08490252428138165,0.11543500123907403,0.06975080317835808,0.021207028561470397,0.0032359555673852226,0.001435778143186325,0.015671382494906,0.08205420801496863,0.20387472605045953,0.32499112728959284,0.4390585175150208,0.5023320001564312,0.4715990298910541,0.4244345989122766,0.3988818646121013,0.37268372738912453,0.3599596755100926,0.35613721047565394,0.34377967356142924,0.3169456392180091,0.2460735146307199,0.15478958970204645"	3	3
Dnm1l-Mff complex_6475	MFF#DNM1L	"0.6103848490595177,0.4126909832740361,0.21143798135242103,0.04364754414742176,0.11549694052483891,0.31216321387277485,0.44589132096176726,0.49941806692495305,-0.03023193800158195,-0.6848289527505093,-0.8478959234695529,-0.9233110555149788,-0.9690019353257745,-0.9841999645105209,-0.9336312880934545,-0.9124491249039994,-0.9186280974724532,-0.9179739364995858,-0.8846735984718301,-0.8702081709488234,-0.8621615056681735,-0.7739966959322006,-0.5269618037467925,-0.3579609074270392,-0.29711016340738783,-0.28689392476477643,-0.3109303653701222,-0.33594073810928626,-0.2906701433295859,3.129005577712032e-17,-1.8173064849659397e-16,-1.118343912716364e-16,-2.633793176689947e-17,2.76700401650084e-17,-2.1111269061938652e-16,-1.1810469873397738e-16,-3.066638505920268e-16,-2.8358384506102526e-16,-1.6097907074968777e-16,-1.535829537357969e-16,-9.591648165576927e-17,-2.594631786089708e-16,-3.4754234600220794e-16,-6.785122175617228e-16,-2.010417584281048e-15,-3.782956467947512e-15,-5.275974614783736e-15,-5.857469461184148e-15,-6.067135965690085e-15,-6.252387363468873e-15,-7.052580760348643e-15,-8.236761038921172e-15,-1.0455632797571786e-14,-1.5785488473185507e-14,-3.05809352307284e-14,-4.875540807149619e-14,-4.7247948999563354e-14,-4.5934620455695543e-14,-4.5869834941281046e-14,-4.975821137141493e-14,-5.74520942003144e-14,-6.307309130160561e-14,-6.2896425592881e-14,nan,nan,nan,nan,nan,nan,nan,nan,nan"	32	"0.06780683109913986,0.20190450795287262,0.4146343009192097,0.5973900646340087,0.7139016150073337,0.8018300736926318,0.8761038808537847,0.9416769331860827,0.998725377612389,0.9877395979438559,0.9191184277498949,0.8463597199415624,0.759726651621108,0.6481153925755714,0.5882950433915732,0.6125434221604806,0.6162288036613489,0.5019692681180559,0.35544559522349894,0.28032277578918063,0.25675546848530345,0.2409247263308395,0.22425680380545548,0.197163901439584,0.1289468378472591,0.04403227552419743,0.0002753217647810634,0.008375689722363756,0.010100699284429774,0.011922336253820874,0.015766393040181313,0.025067944360827946,0.041016772441999874,0.061389951106518646,0.08080042575648949,0.09442460699766113,0.1272696289423431,0.25404041790076703,0.540856498451285,0.8699615432071321,1.0,0.858900476617922,0.5432273530978218,0.26539826532976696,0.12220288243092634,0.06393801363722089,0.039213648201071795,0.029481809760625886,0.02595638476421632,0.0237912856519295,0.02238879603368287,0.020630346866739625,0.0179122509445328,0.013053460951227086,0.006766635103715749,0.0021627890723356054,0.0006158133582328077,0.0013345750096883378,0.00281133239675648,0.00333812453732891,0.002656802320190372,0.0012034760650350682,0.00024190735650216562,1.912226868980865e-05,9.251675204301604e-07,1.2277474086134605e-05,0.00015760245194752198,0.0008107610688892334,0.0018934934380386431,0.0024722885827444703,0.0020780579768536213,0.0012102066143895114"	6.5	0
Ncam-Fgfr4 signaling complex_6480	SRC#NCAM1#CDH2#CTTN#PLCG1	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.12398628972159856,-0.1513542165128166,-0.16877921569414706,-0.15359975342324184,-0.12411497445199089,-0.12406593152315917,-0.14242693791252117,-0.168748855738804,-0.18292480100085828,-0.1814102372481779,-0.1680217212316354,-0.1404843899103823,-0.09954051781601418,-0.04748706053291479,0.031521847637536696,0.1481201648627135,0.2639852796986205,0.34731088675202504,0.14562274431261385,0.15136909856396885,0.18540187210966536,0.20225308338106043,0.25034357702565957,0.258423201552357,0.1990450940365533,0.16700532810917396,0.10154727245805702,0.029884312333480982,-0.03744672851345122,-0.01758315589757191,0.06139457295045917,nan,nan,nan,nan,nan,nan,nan,nan,nan"	16.2	"0.07405676968678246,0.14190814850141098,0.252127911157809,0.3506097232561033,0.42217435783256185,0.4860476255250662,0.5192864135786959,0.5430573460886379,0.5799335361885022,0.6,0.5846864554586508,0.5211663527625946,0.4543359151636956,0.40400378049271357,0.3817255198772581,0.4085959515465296,0.4435620483760762,0.44734912192220044,0.43722365834238774,0.42000104932714716,0.4014818527143274,0.3770915145181447,0.365250070817387,0.3601241119246442,0.32259518762873696,0.28846899866093345,0.2584506407516349,0.21292389331348463,0.1740574617938179,0.12637767858640686,0.07463445106727622,0.05909726032433632,0.07356468087540047,0.08353120120913034,0.08736363555487807,0.09411687220336672,0.12135489588366752,0.1947586456708089,0.3146110058872693,0.41209690782315356,0.41058643779597076,0.32282785178274154,0.21287892748203308,0.14256892351532016,0.14204526771753215,0.24114834783591857,0.38080637168809445,0.46235657746009906,0.40387790600010387,0.3308826001101902,0.36716475917834257,0.42246817712843604,0.42986080147663586,0.3690916211427959,0.2625979785944651,0.1619263686720083,0.10109254034555093,0.08383302883357298,0.0725123238179732,0.048813272352334604,0.027420182775692425,0.01763702397232183,0.013833398435267031,0.011970164565560229,0.012117837972937744,0.01299654158081737,0.011870036417575879,0.01763392257004561,0.01971678662975221,0.014791756858324043,0.006353086648495152,0.0013504538283730613"	5.8	0
CUL4B-DDB1-DTL-CSN complex_6482	COPS2#GPS1#CUL4B#DDB1#DTL	"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6542755729462139,0.6565328509632674,0.7100779729425272,0.7125399921546233,0.6653901771004445,0.5944025078968319,0.566264625170376,0.5407125987378312,0.480189862582953,0.44136427592730804,0.4749012659828713,0.46999282584563923,0.3860076193678356,0.33325778823071456,0.25868650166672724,0.08414293478838546,-0.060821148610232266,-0.1439354245979045,-0.16485710658664987,-0.18220016694248686,-0.20161533841991144,-0.19507374320918996,-0.16924299919831415,-0.14093732715922286,-0.09073648714734157,-0.05464023813994218,0.01701062641635326,0.2675154798675355,0.4749754762351951,0.5628682659602018,0.5946905925107806,0.42991911432738555,0.31566860633884614,0.34395803773943073,0.14349723622629837,0.11404722078741283,0.02490694604940319,-0.0234340307601854,-0.0028610198879070793,-0.07489755110056709,-0.039030300771987866,-0.04958164909796874,-0.14083071367728558,-0.14824547348266365,-0.10933312269340308,-0.10777079161340138,-0.15922560050058734,-0.14748155695313903,-0.11615143406631168,-0.09997899609147244,nan,nan,nan,nan,nan,nan,nan,nan,nan"	4.2	"0.012226646352358036,0.030387418924581668,0.05840589857209492,0.08606362751176973,0.10910687147147442,0.11789554739196037,0.1075114130581136,0.09588961144262771,0.09851542072878669,0.10552890265829744,0.10669081220379548,0.10000233525272587,0.09145445899605024,0.08099761947347563,0.07457462146274277,0.08707163687659962,0.10497210334564655,0.11307477779426922,0.11598778705614059,0.12321005682490153,0.1386333451407541,0.1685429005713271,0.21971018730072514,0.26147476802339165,0.2563881362272532,0.20190708413894126,0.13563094912116275,0.15589991991141855,0.20009780947405614,0.18064739595268173,0.15455856630649178,0.14823655874793498,0.14797959835357383,0.26839317162401455,0.3978917595826408,0.38811426082267386,0.21808384928748076,0.18325888572646903,0.3311815123327532,0.46272814927945466,0.5164800692904412,0.5040689278361327,0.47345695752588435,0.4332873514724868,0.4549895942159955,0.48286824815837004,0.4869443177486964,0.4454542755812959,0.34186788646440236,0.21898333256088684,0.13497317039430348,0.09700886788745677,0.08393965978327639,0.09501255653358225,0.1786643737392953,0.3148296168866773,0.4041885825140154,0.30933135711042625,0.12797769640324436,0.02943753886936288,0.017325533603545946,0.018047500980193566,0.013517479654301515,0.009662462532169833,0.012418995686060755,0.01628975523383947,0.016863863687305296,0.013458250434795399,0.009546302272339833,0.007748813294995641,0.004634731849841296,0.00010049004969156013"	6.4	0
CAPZalpha-CAPZbeta complex_6483	CAPZB#CAPZA1	"0.9857113108243118,0.9813109134028266,0.9697023956013926,0.9564822392094747,0.9495640067263257,0.9597130421389137,0.9931969751666269,0.9989148185690769,0.9996376874973543,0.9996965086035126,0.999102248383916,0.9984934277357225,0.998318883982477,0.9971837338177024,0.9941879005685597,0.993829543324513,0.9957712346110861,0.9950695477227329,0.9951100935448293,0.9944237235825285,0.9928678444905296,0.993649906257172,0.9966658243369603,0.9978407199488422,0.9959068699465223,0.9941216197427417,0.9837984497281862,0.9046024745924974,0.9149373866799686,0.9684249950169843,0.9412266779904804,0.8992219029493278,0.935951345399784,0.9797051121125998,0.991692742037157,0.9940384212626876,0.9943842689956356,0.9950127506969891,0.9971903297573799,0.9986190709705067,0.9996591065244458,0.9999436544375538,0.9999797254892826,0.999663069216055,0.9976755757373241,0.9953274549002332,0.9947945609374303,0.9950580476285736,0.9953959507479013,0.9957100659547019,0.9961296495915013,0.9965327409011291,0.996788364821851,0.9976491868191585,0.9990272759933004,0.9995731872105078,0.9984179657771445,0.9957027315393374,0.9864421927310161,0.9792384881908925,0.9722301281577742,0.9540162239237743,0.957197364551421,nan,nan,nan,nan,nan,nan,nan,nan,nan"	0	"0.0014225457735641562,0.0013384089882483297,0.000756017891700541,0.00021705792427378912,0.00010744427571212495,0.0016284643062159376,0.003932576466460835,0.006149692320665701,0.006765029286974984,0.005288032511035337,0.0034816984435649886,0.0025200826217515807,0.0030845390438677817,0.004932721279825962,0.005222063481741077,0.0022692557726688295,0.002811794512314586,0.0062709169762079076,0.004498231870657732,0.0024090997098404066,0.005378153304767375,0.0009530330074598581,0.005871215049039341,0.010712556580407234,0.009644595845942142,0.0030807228459600183,0.0034418392915842103,0.005117137947954625,0.004455841245614864,0.004183346389429899,0.004542109591208269,0.005303754416710615,0.005288151934972566,0.004146389376785957,0.002190309178784742,0.00026916194814460837,9.332350893528907e-05,0.00017751497592662785,0.0005296155857732604,0.0025913676493280954,0.004752342310250894,0.0047444850127297475,0.0039058274840493012,0.0029004903307428137,0.0015222473236471135,0.0012705075329468712,0.0028885450379484423,0.0024277262941522354,0.001577568268654711,0.008100031454530199,0.02541938552269729,0.036034913512886235,0.0,0.06325946110261682,0.0734843355141312,0.04387496369831312,0.02027061007857435,0.008926177628567795,0.002848713723027363,0.0018824151227386787,0.004030812886815442,0.0027232269714965035,0.002074094439852848,0.0027733467168306134,0.0038962014629879303,0.0037183112718068064,0.0018882545224982207,0.0007137470068701419,0.001303932832828215,0.0017511864300184723,0.001011724079280227,0.0"	3	3
CUL4B-DDB1-TLE2 complex_6487	CUL4B#DDB1	"nan,0.1845062735699058,0.01575569724435278,-0.4016390260959151,-0.671290950750911,-0.7037912807998653,-0.5344435746290004,0.04178977236571956,0.34960740007343605,0.5148637610855433,0.6750553274616028,0.7931246046916166,0.7957578657429589,0.7394371957026572,0.728565684074002,0.781789140858264,0.8218788344224177,0.5897893668283388,0.30024792703623676,0.07070099374481537,-0.01615261332202118,-0.10032746208100028,-0.1480665208547987,-0.03464291076132678,0.04351556668405663,-0.27754357000073543,-0.5483291207103484,-0.7069334411560859,-0.8051757622406419,-0.6809432859938862,-0.3078627669383848,0.15985522582961248,0.38347240631451535,0.3524180515864708,0.056579527657530194,-0.29500941236107087,-0.5253887875494464,-0.6979122674217105,-0.8159140729732761,-0.8311825388477453,-0.3534616711561901,0.11809744261935326,0.239563877155196,0.17296167688881461,-0.37082328973557027,-0.5917191305860738,-0.6058061350497803,-0.6250694053542736,-0.6885008177741622,-0.741000680501783,-0.6982518241687181,-0.5896102048948336,-0.4714519998011286,-0.35975385957648104,-0.39899437599479703,-0.707221079859744,-0.7245764409978884,-0.5550450004581202,-0.12924008958383879,0.07816576827379665,0.3321392350427071,0.4879167497408621,1.888188506577063e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan"	7	"0.029752829233145785,0.07196653306679021,0.13611354342323148,0.20027457179548222,0.2532190423640436,0.26918994932205276,0.24015520970102852,0.21140482581834727,0.21763638451007067,0.23485865349763696,0.23883159022891448,0.223492421086443,0.20223394547017487,0.17145935777049098,0.14192559917778497,0.14538801639257248,0.16897184984546204,0.18105246415414927,0.18298886847770582,0.19338413772086388,0.22666128376036004,0.29752823399243183,0.4208446601546913,0.5252133327247163,0.5219435879095116,0.4192943459398154,0.30585748199621676,0.27215319483338773,0.3180087707308172,0.3371836397957183,0.310067038093923,0.32715895199209455,0.3500353860547343,0.22519903312118644,0.012283608980021676,0.11652149207909501,0.17088502466166872,0.23050544545857593,0.3230945548465598,0.3747700939901197,0.24272149946116917,0.059244298428391295,0.3405439463083125,0.5414434941744125,0.6993175867232745,0.8229198386478119,0.9451704718988783,0.9997124479310081,0.828529367058323,0.5360342528473592,0.33300396804960997,0.22993904278193364,0.1322801166827229,0.0485721271114076,0.35117107052007035,0.7457078768671211,0.981192726066322,0.7375954147531697,0.26989391343823144,0.020012381337733164,0.03697612777222281,0.04493638828509312,0.03379369913575379,0.024155664665049568,0.031030833492179385,0.04051339348578821,0.04111130069418738,0.031399942919282754,0.02139654988477211,0.01773020445917462,0.0109540372994925,0.0"	6.5	0
CUL4B-DDB1-WDR26 complex_6490	CUL4B#DDB1#WDR26	"nan,0.45568456386131845,0.30153628310092956,-0.05965611362441262,-0.31029357999684054,-0.3309337507356595,-0.2494743405104917,-0.15518953012170864,-0.33654578038136357,-0.3766317776325529,-0.3618659992061832,-0.3495393490302865,-0.34651038162065867,-0.34656529528645635,-0.34458163418902615,-0.3393747799731863,-0.3232239041279375,-0.367861165216894,-0.4277079076334276,-0.4445806678082643,-0.37490029676643605,-0.28408881664756813,-0.12591459428332044,0.039073161703510495,0.08573335522559616,-0.12274147911371365,-0.18277637357011656,-0.23564448038536237,-0.2683919207468809,-0.2269810953312956,-0.10262092231279518,0.053285075276537336,0.12782413543817187,0.11747268386215703,0.018859842552510123,-0.0983364707870235,-0.17512959584981538,-0.2326374224739034,-0.27197135765775876,-0.2770608462825815,-0.11782055705206329,0.03936581420645126,0.07985462571839883,0.05765389229627179,-0.12360776324518985,-0.19723971019535783,-0.2019353783499267,-0.20835646845142444,-0.22950027259138728,-0.24700022683392764,-0.2327506080562393,-0.1965367349649444,-0.15715066660037602,-0.11991795319216007,-0.13299812533159835,-0.2357403599532469,-0.24152548033262836,-0.18501500015270558,-0.04308002986127805,0.026055256091268773,0.11071307834759898,0.16263891658129373,0.33333333333333465,nan,nan,nan,nan,nan,nan,nan,nan,nan"	18.66666667	"0.01983521948876386,0.04797768871119348,0.09074236228215433,0.15958692040813985,0.21217699671839454,0.26093269647158074,0.31253281477433414,0.3781849157100778,0.46610133703167095,0.5580551445328855,0.6290488991790416,0.6580061285059781,0.664879260604847,0.6358608824749782,0.564598646651202,0.49394212271348586,0.4036291050464676,0.26506846174530835,0.144230046148305,0.1289227584805759,0.1511075225069067,0.1983521559949545,0.32596257971496395,0.41511579362643825,0.4166328855266242,0.35386816841931656,0.2849074838638075,0.26480875663291226,0.302056638636613,0.3380960562124365,0.34290010341218763,0.357230302322255,0.3725946858014669,0.3067857783278647,0.22690904307259727,0.2872159288988491,0.3333309995693212,0.39015211541828787,0.48799465240523804,0.5830988895186466,0.58843074869903,0.5228664238345527,0.5538893899976252,0.543832551219028,0.5426865395335241,0.5687406898118889,0.6329851843932793,0.6666666666666666,0.5523579845258472,0.35736746365490846,0.2224060972337344,0.15888545460001846,0.1226618701331344,0.11636331328429307,0.27655398649256596,0.5154447639958228,0.6666666666666666,0.5076116000678447,0.20217386565654516,0.0371555723743439,0.02746751017554501,0.030038642930235768,0.022529132757169192,0.01610377644336638,0.02068722232811959,0.027008928990525472,0.027407533796124917,0.020933295279521837,0.014264366589848074,0.011820136306116414,0.007302691532995,0.0"	7.333333333	0
CUL4A-DDB1-WDR61 complex_6494	CUL4A#DDB1#WDR61	"nan,nan,nan,nan,-0.34577195934967647,-0.17514837979927156,0.17819843171220562,0.6084154548391314,0.761976934180685,0.8273732072960879,0.8774085612832198,0.8481550706443844,0.6678582743746184,0.39155865895922576,0.11942737031306877,-0.1299033684109769,-0.3071957854540977,-0.4035721389240347,-0.4386258730815579,-0.4197041651970517,-0.3658242456529594,-0.2690365301377817,-0.05643219966621301,0.1271829875253212,0.0782889694003517,0.029064860992365344,0.020191286365016325,-0.026365683388360206,-0.048213635132649944,-0.0007353256138890226,0.02083937005790713,-0.025591615157130227,-0.10519333589319031,-0.17665710047447525,-0.229060113509849,-0.29721996625039,-0.39122009879472125,-0.3999957828521825,-0.3135775706782575,-0.3119302471248635,-0.31871768698197367,-0.281634000659329,-0.22761544678218304,-0.09915705202214455,0.12946042199582194,0.3363511371852839,0.4620561667111332,0.4090531029625959,-0.014145329308344239,-0.10489310775174593,-0.16922949342991903,-0.19421743212127016,-0.2017706706777916,-0.1907833780338121,-0.14500901321522128,-0.11138094534582826,-0.13808483384211853,-0.1104699404938666,0.025478684774867876,0.11688942980269341,0.17252191901800662,0.15765346657052878,0.07656122515648746,nan,nan,nan,nan,nan,nan,nan,nan,nan"	2.666666667	"0.031403667963261946,0.05803202512197949,0.09263251736838075,0.13351638119698817,0.16881269490936238,0.17945996621470184,0.16440510854534582,0.17441116270659862,0.18405833225326784,0.1882906074249555,0.19007266664080366,0.1879197213657001,0.1834941877113685,0.18534147010485771,0.22193410707667818,0.3298487814631293,0.48284110405623637,0.6049922446648738,0.6389062996960674,0.5525513836985244,0.419905968033134,0.29875546541832354,0.3074348539213767,0.37384301712828055,0.36440929662911364,0.27803396646829576,0.15852353156266477,0.12792478590355702,0.2295023825936937,0.37152842084371507,0.4208136619063567,0.3448532920993044,0.16534157314438128,0.05347667474183145,0.16785834723051363,0.14191283840123373,0.040030121575690004,0.09017627001938129,0.1817484892367224,0.2929149240044923,0.4620413941785837,0.6202452370178209,0.6097156165359824,0.4950864895068999,0.454440675054067,0.5360415628233818,0.6304752419945104,0.6665937774953034,0.5523579845258472,0.35736746365490846,0.22240609723373436,0.15888545460001846,0.12266187013313441,0.08398189521002135,0.09100454026265557,0.19003176501203892,0.3205983664365949,0.39876172179820446,0.3511290858378258,0.23114333833519327,0.1441091754903385,0.09566016497511894,0.054894355959169645,0.01840016382558832,0.02068722232811959,0.027008928990525472,0.027407533796124917,0.020933295279521837,0.014264366589848074,0.011820136306116414,0.007302691532995,0.0010171460480852697"	6	0
CUL4B-DDB1-GRWD1 complex_6495	CUL4B#DDB1#GRWD1	"nan,0.009238114122709418,-0.12593043510250232,-0.14380227142821628,-0.10248587555900002,-0.12158509661457795,-0.15825335648131797,-0.18242069570477648,-0.21615370175324447,-0.2568611991922441,-0.29667716184298204,-0.3350933684064697,-0.3412966821214045,-0.324659257091154,-0.30732957135167494,-0.27361569002722275,-0.21400268219062538,-0.21671574434596355,-0.25614835688616244,-0.29888145692301266,-0.299133807497655,-0.2744230136812304,-0.04935550695159983,-0.011547636920442512,0.014505188894685023,-0.09251452333357925,-0.12016197273761915,-0.1513797024494757,-0.15253255892078857,-0.023276716842665458,0.2372868030001759,0.5375280035431903,0.6691655183741817,0.6379011289106891,0.4699132413110136,0.2676823036335884,0.11193539572189824,-0.026842092776946352,-0.14623656886536052,-0.19660249766561858,0.08546302040051589,0.3796993436464266,0.44977405280134547,0.43637189571073143,0.10610327135849902,-0.12180755190093427,-0.2019353783499267,-0.20835646845142444,-0.22950027259138728,-0.24700022683392764,-0.23275060805623926,-0.1965367349649444,-0.157150666600376,-0.11991795319216007,-0.13299812533159838,-0.23574035995324694,-0.24152548033262844,-0.18501500015270556,-0.04308002986127805,0.02605525609126878,0.11071307834759897,0.16263891658129367,0.3333333333333346,nan,nan,nan,nan,nan,nan,nan,nan,nan"	24	"0.1847038078788236,0.31199112621640546,0.4883669216644393,0.6196759503723845,0.6666666666666666,0.6087511590169646,0.4752044617202267,0.35557959961296254,0.28927017948274303,0.26231571548956567,0.24638525277487625,0.20593648508492815,0.1557004681155407,0.13513671984787792,0.11345091990500995,0.096925344261715,0.1126478998969747,0.13022311000205697,0.16445034977101938,0.18863494807829487,0.21559600731269235,0.26462958691072774,0.3486685870049219,0.41890957896373743,0.41690828361911675,0.353875881595714,0.2849074838638075,0.26480875663291226,0.302056638636613,0.3380960562124365,0.34290010341218763,0.357230302322255,0.3725946858014669,0.3067857783278647,0.22690904307259727,0.28721228743426486,0.33320616344504556,0.3885368609196174,0.47951412084811684,0.5623338511029652,0.5591889616942175,0.4972362927721603,0.5420586794647209,0.5414577113899774,0.5424991979128141,0.5687351608448629,0.6329851843932793,0.6666666666666666,0.5523579845258472,0.35736746365490846,0.2224060972337344,0.15888545460001846,0.1226618701331344,0.11636331328429307,0.27655398649256596,0.5154447639958228,0.6666666666666666,0.5076116000678447,0.20217386565654516,0.0371555723743439,0.02746751017554501,0.030038642930235768,0.022529132757169192,0.01610377644336638,0.02068722232811959,0.027008928990525472,0.027407533796124917,0.020933295279521837,0.014264366589848074,0.011820136306116414,0.007302691532995,0.0"		0
