id	names	class
GO:0050917	sensory perception of umami taste	BP
GO:0050918	positive chemotaxis	BP
GO:0050919	negative chemotaxis	BP
GO:0050920	regulation of chemotaxis	BP
GO:0050921	positive regulation of chemotaxis	BP
GO:0050922	negative regulation of chemotaxis	BP
GO:0050923	regulation of negative chemotaxis	BP
GO:0050924	positive regulation of negative chemotaxis	BP
GO:0050925	negative regulation of negative chemotaxis	BP
GO:0050926	regulation of positive chemotaxis	BP
GO:0050927	positive regulation of positive chemotaxis	BP
GO:0050928	negative regulation of positive chemotaxis	BP
GO:0050929	induction of negative chemotaxis	BP
GO:0050930	induction of positive chemotaxis	BP
GO:0050931	pigment cell differentiation	BP
GO:0050932	regulation of pigment cell differentiation	BP
GO:0050933	early stripe melanocyte differentiation	BP
GO:0050934	late stripe melanocyte differentiation	BP
GO:0050935	iridophore differentiation	BP
GO:0050936	xanthophore differentiation	BP
GO:0050937	regulation of iridophore differentiation	BP
GO:0050938	regulation of xanthophore differentiation	BP
GO:0050939	regulation of early stripe melanocyte differentiation	BP
GO:0050940	regulation of late stripe melanocyte differentiation	BP
GO:0050941	negative regulation of pigment cell differentiation	BP
GO:0050942	positive regulation of pigment cell differentiation	BP
GO:0050943	negative regulation of iridophore differentiation	BP
GO:0050944	negative regulation of xanthophore differentiation	BP
GO:0050945	positive regulation of iridophore differentiation	BP
GO:0050946	positive regulation of xanthophore differentiation	BP
GO:0050947	negative regulation of early stripe melanocyte differentiation	BP
GO:0050948	positive regulation of early stripe melanocyte differentiation	BP
GO:0050949	negative regulation of late stripe melanocyte differentiation	BP
GO:0050950	positive regulation of late stripe melanocyte differentiation	BP
GO:0050951	sensory perception of temperature stimulus	BP
GO:0050952	sensory perception of electrical stimulus	BP
GO:0050953	sensory perception of light stimulus	BP
GO:0050954	sensory perception of mechanical stimulus	BP
GO:0050955	thermoception	BP
GO:0050956	electroception	BP
GO:0050957	equilibrioception	BP
GO:0050958	magnetoreception	BP
GO:0050959	echolocation	BP
GO:0050960	detection of temperature stimulus involved in thermoception	BP
GO:0050961	detection of temperature stimulus involved in sensory perception	BP
GO:0050962	detection of light stimulus involved in sensory perception	BP
GO:0050963	detection of electrical stimulus involved in sensory perception	BP
GO:0050964	detection of electrical stimulus involved in electroception	BP
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	BP
GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	BP
GO:0050967	detection of electrical stimulus involved in sensory perception of pain	BP
GO:0050968	detection of chemical stimulus involved in sensory perception of pain	BP
GO:0050969	detection of chemical stimulus involved in magnetoreception	BP
GO:0050970	detection of electrical stimulus involved in magnetoreception	BP
GO:0050971	detection of mechanical stimulus involved in magnetoreception	BP
GO:0050972	detection of mechanical stimulus involved in echolocation	BP
GO:0050973	detection of mechanical stimulus involved in equilibrioception	BP
GO:0050974	detection of mechanical stimulus involved in sensory perception	BP
GO:0050975	sensory perception of touch	BP
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	BP
GO:0050977	magnetoreception by sensory perception of chemical stimulus	BP
GO:0050978	magnetoreception by sensory perception of electrical stimulus	BP
GO:0050979	magnetoreception by sensory perception of mechanical stimulus	BP
GO:0050980	detection of light stimulus involved in magnetoreception	BP
GO:0050981	detection of electrical stimulus	BP
GO:0050982	detection of mechanical stimulus	BP
GO:0050984	peptidyl serine sulfation	BP
GO:0050985	peptidyl threonine sulfation	BP
GO:0050986	isopeptide cross linking via n l isoglutamyl glycine	BP
GO:0050987	enzyme active site formation via o sulfo l serine	BP
GO:0050988	n terminal peptidyl methionine carboxylation	BP
GO:0050989	n terminal protein amino acid carboxylation	BP
GO:0050990	n terminal protein amino acid carbamoylation	BP
GO:0050991	enzyme active site formation via o sulfo l threonine	BP
GO:0050992	dimethylallyl diphosphate biosynthetic process	BP
GO:0050993	dimethylallyl diphosphate metabolic process	BP
GO:0050994	regulation of lipid catabolic process	BP
GO:0050995	negative regulation of lipid catabolic process	BP
GO:0050996	positive regulation of lipid catabolic process	BP
GO:0050997	quaternary ammonium group binding	MF
GO:0050998	nitric oxide synthase binding	MF
GO:0050999	regulation of nitric oxide synthase activity	BP
GO:0051000	positive regulation of nitric oxide synthase activity	BP
GO:0051001	negative regulation of nitric oxide synthase activity	BP
GO:0051002	ligase activity forming nitrogen metal bonds	MF
GO:0051003	ligase activity forming nitrogen metal bonds forming coordination complexes	MF
GO:0051004	regulation of lipoprotein lipase activity	BP
GO:0051005	negative regulation of lipoprotein lipase activity	BP
GO:0051006	positive regulation of lipoprotein lipase activity	BP
GO:0051007	squalene hopene cyclase activity	MF
GO:0051008	hsp27 protein binding	MF
GO:0051009	o acetylhomoserine sulfhydrylase activity	MF
GO:0051010	microtubule plus end binding	MF
GO:0051011	microtubule minus end binding	MF
GO:0051012	microtubule sliding	BP
GO:0051013	microtubule severing	BP
GO:0051014	actin filament severing	BP
GO:0051015	actin filament binding	MF
GO:0051016	barbed end actin filament capping	BP
GO:0051017	actin filament bundle assembly	BP
GO:0051018	protein kinase a binding	MF
GO:0051019	mitogen activated protein kinase binding	MF
GO:0051020	gtpase binding	MF
GO:0051021	gdp dissociation inhibitor binding	MF
GO:0051022	rho gdp dissociation inhibitor binding	MF
GO:0051023	regulation of immunoglobulin secretion	BP
GO:0051024	positive regulation of immunoglobulin secretion	BP
GO:0051025	negative regulation of immunoglobulin secretion	BP
GO:0051026	chiasma assembly	BP
GO:0051027	dna transport	BP
GO:0051028	mrna transport	BP
GO:0051029	rrna transport	BP
GO:0051030	snrna transport	BP
GO:0051031	trna transport	BP
GO:0051032	nucleic acid transmembrane transporter activity	MF
GO:0051033	rna transmembrane transporter activity	MF
GO:0051034	trna transmembrane transporter activity	MF
GO:0051035	dna transmembrane transporter activity	MF
GO:0051036	regulation of endosome size	BP
GO:0051037	regulation of transcription involved in meiotic cell cycle	BP
GO:0051038	negative regulation of transcription involved in meiotic cell cycle	BP
GO:0051039	positive regulation of transcription involved in meiotic cell cycle	BP
GO:0051040	regulation of calcium independent cell cell adhesion	BP
GO:0051041	positive regulation of calcium independent cell cell adhesion	BP
GO:0051042	negative regulation of calcium independent cell cell adhesion	BP
GO:0051043	regulation of membrane protein ectodomain proteolysis	BP
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	BP
GO:0051045	negative regulation of membrane protein ectodomain proteolysis	BP
GO:0051046	regulation of secretion	BP
GO:0051047	positive regulation of secretion	BP
GO:0051048	negative regulation of secretion	BP
GO:0051049	regulation of transport	BP
GO:0051050	positive regulation of transport	BP
GO:0051051	negative regulation of transport	BP
GO:0051052	regulation of dna metabolic process	BP
GO:0051053	negative regulation of dna metabolic process	BP
GO:0051054	positive regulation of dna metabolic process	BP
GO:0051055	negative regulation of lipid biosynthetic process	BP
GO:0051056	regulation of small gtpase mediated signal transduction	BP
GO:0051057	positive regulation of small gtpase mediated signal transduction	BP
GO:0051058	negative regulation of small gtpase mediated signal transduction	BP
GO:0051059	nf kappab binding	MF
GO:0051060	pullulanase activity	MF
GO:0051061	adp reductase activity	MF
GO:0051062	udp reductase activity	MF
GO:0051063	cdp reductase activity	MF
GO:0051064	ttp reductase activity	MF
GO:0051065	ctp reductase activity	MF
GO:0051066	dihydrobiopterin metabolic process	BP
GO:0051067	dihydropteridine metabolic process	BP
GO:0051068	dihydrolipoamide metabolic process	BP
GO:0051069	galactomannan metabolic process	BP
GO:0051070	galactomannan biosynthetic process	BP
GO:0051071	4 6 pyruvylated galactose residue metabolic process	BP
GO:0051072	4 6 pyruvylated galactose residue biosynthetic process	BP
GO:0051073	adenosylcobinamide gdp ribazoletransferase activity	MF
GO:0051075	s adenosylmethionine trna ribosyltransferase isomerase activity	MF
GO:0051077	secondary cell septum	CC
GO:0051078	meiotic nuclear envelope disassembly	BP
GO:0051079	meiosis i nuclear envelope disassembly	BP
GO:0051080	meiosis ii nuclear envelope disassembly	BP
GO:0051081	nuclear envelope disassembly	BP
GO:0051082	unfolded protein binding	MF
GO:0051083	de novo cotranslational protein folding	BP
GO:0051084	de novo posttranslational protein folding	BP
GO:0051085	chaperone cofactor dependent protein refolding	BP
GO:0051086	chaperone mediated protein folding independent of cofactor	BP
GO:0051087	chaperone binding	MF
GO:0051088	pma inducible membrane protein ectodomain proteolysis	BP
GO:0051089	constitutive protein ectodomain proteolysis	BP
GO:0051090	regulation of dna binding transcription factor activity	BP
GO:0051091	positive regulation of dna binding transcription factor activity	BP
GO:0051092	positive regulation of nf kappab transcription factor activity	BP
GO:0051093	negative regulation of developmental process	BP
GO:0051094	positive regulation of developmental process	BP
GO:0051095	regulation of helicase activity	BP
GO:0051096	positive regulation of helicase activity	BP
GO:0051097	negative regulation of helicase activity	BP
GO:0051098	regulation of binding	BP
GO:0051099	positive regulation of binding	BP
GO:0051100	negative regulation of binding	BP
GO:0051101	regulation of dna binding	BP
GO:0051102	dna ligation involved in dna recombination	BP
GO:0051103	dna ligation involved in dna repair	BP
GO:0051104	dna dependent dna replication dna ligation	BP
GO:0051105	regulation of dna ligation	BP
GO:0051106	positive regulation of dna ligation	BP
GO:0051107	negative regulation of dna ligation	BP
GO:0051108	carnitine coa ligase activity	MF
GO:0051109	crotonobetaine coa ligase activity	MF
GO:0051110	peptidyl histidine uridylylation to form peptidyl 1 phospho 5 uridine l histidine	BP
GO:0051111	peptidyl histidine adenylylation	BP
GO:0051112	peptidyl histidine adenylylation to form peptidyl 1 phospho 5 adenosine l histidine	BP
GO:0051113	enzyme active site formation via 1 phospho 5 adenosine l histidine	BP
GO:0051114	peptidyl histidine uridylylation	BP
GO:0051115	enzyme active site formation via 1 phospho 5 uridine l histidine	BP
GO:0051116	cobaltochelatase activity	MF
GO:0051117	atpase binding	MF
GO:0051118	glucan endo 1 3 alpha glucosidase activity	MF
GO:0051119	sugar transmembrane transporter activity	MF
GO:0051120	hepoxilin a3 synthase activity	MF
GO:0051121	hepoxilin metabolic process	BP
GO:0051122	hepoxilin biosynthetic process	BP
GO:0051123	rna polymerase ii preinitiation complex assembly	BP
GO:0051124	synaptic growth at neuromuscular junction	BP
GO:0051125	regulation of actin nucleation	BP
GO:0051126	negative regulation of actin nucleation	BP
GO:0051127	positive regulation of actin nucleation	BP
GO:0051128	regulation of cellular component organization	BP
GO:0051129	negative regulation of cellular component organization	BP
GO:0051130	positive regulation of cellular component organization	BP
GO:0051131	chaperone mediated protein complex assembly	BP
GO:0051132	nk t cell activation	BP
GO:0051133	regulation of nk t cell activation	BP
GO:0051134	negative regulation of nk t cell activation	BP
GO:0051135	positive regulation of nk t cell activation	BP
GO:0051136	regulation of nk t cell differentiation	BP
GO:0051137	negative regulation of nk t cell differentiation	BP
GO:0051138	positive regulation of nk t cell differentiation	BP
GO:0051139	metal ion proton antiporter activity	MF
GO:0051140	regulation of nk t cell proliferation	BP
GO:0051141	negative regulation of nk t cell proliferation	BP
GO:0051142	positive regulation of nk t cell proliferation	BP
GO:0051143	propanediol metabolic process	BP
GO:0051144	propanediol catabolic process	BP
GO:0051145	smooth muscle cell differentiation	BP
GO:0051146	striated muscle cell differentiation	BP
GO:0051147	regulation of muscle cell differentiation	BP
GO:0051148	negative regulation of muscle cell differentiation	BP
GO:0051149	positive regulation of muscle cell differentiation	BP
GO:0051150	regulation of smooth muscle cell differentiation	BP
GO:0051151	negative regulation of smooth muscle cell differentiation	BP
GO:0051152	positive regulation of smooth muscle cell differentiation	BP
GO:0051153	regulation of striated muscle cell differentiation	BP
GO:0051154	negative regulation of striated muscle cell differentiation	BP
GO:0051155	positive regulation of striated muscle cell differentiation	BP
GO:0051156	glucose 6 phosphate metabolic process	BP
GO:0051157	arabitol catabolic process	BP
GO:0051158	l arabitol catabolic process	BP
GO:0051159	d arabitol catabolic process	BP
GO:0051160	l xylitol catabolic process	BP
GO:0051161	arabitol metabolic process	BP
GO:0051162	l arabitol metabolic process	BP
GO:0051163	d arabitol metabolic process	BP
GO:0051164	l xylitol metabolic process	BP
GO:0051165	2 5 dihydroxypyridine metabolic process	BP
GO:0051166	2 5 dihydroxypyridine catabolic process	BP
GO:0051167	xylulose 5 phosphate metabolic process	BP
GO:0051168	nuclear export	BP
GO:0051169	nuclear transport	BP
GO:0051170	import into nucleus	BP
GO:0051171	regulation of nitrogen compound metabolic process	BP
GO:0051172	negative regulation of nitrogen compound metabolic process	BP
GO:0051173	positive regulation of nitrogen compound metabolic process	BP
GO:0051174	regulation of phosphorus metabolic process	BP
GO:0051175	negative regulation of sulfur metabolic process	BP
GO:0051176	positive regulation of sulfur metabolic process	BP
GO:0051177	meiotic sister chromatid cohesion	BP
GO:0051178	meiotic chromosome decondensation	BP
GO:0051179	localization	BP
GO:0051180	vitamin transport	BP
GO:0051181	cofactor transport	BP
GO:0051182	coenzyme transport	BP
GO:0051184	cofactor transmembrane transporter activity	MF
GO:0051185	coenzyme transmembrane transporter activity	MF
GO:0051186	cofactor metabolic process	BP
GO:0051187	cofactor catabolic process	BP
GO:0051188	cofactor biosynthetic process	BP
GO:0051189	prosthetic group metabolic process	BP
GO:0051190	prosthetic group catabolic process	BP
GO:0051191	prosthetic group biosynthetic process	BP
GO:0051192	prosthetic group binding	MF
GO:0051193	regulation of cofactor metabolic process	BP
GO:0051194	positive regulation of cofactor metabolic process	BP
GO:0051195	negative regulation of cofactor metabolic process	BP
GO:0051196	regulation of coenzyme metabolic process	BP
GO:0051197	positive regulation of coenzyme metabolic process	BP
GO:0051198	negative regulation of coenzyme metabolic process	BP
GO:0051199	regulation of prosthetic group metabolic process	BP
GO:0051200	positive regulation of prosthetic group metabolic process	BP
GO:0051201	negative regulation of prosthetic group metabolic process	BP
GO:0051202	phytochromobilin metabolic process	BP
GO:0051203	peptidyl aspartic acid reduction to form l aspartyl aldehyde	BP
GO:0051204	protein insertion into mitochondrial membrane	BP
GO:0051205	protein insertion into membrane	BP
GO:0051206	silicate metabolic process	BP
GO:0051208	sequestering of calcium ion	BP
GO:0051209	release of sequestered calcium ion into cytosol	BP
GO:0051210	isotropic cell growth	BP
GO:0051211	anisotropic cell growth	BP
GO:0051212	vanadium ion binding	MF
GO:0051213	dioxygenase activity	MF
GO:0051214	rna virus induced gene silencing	BP
GO:0051215	dna virus induced gene silencing	BP
GO:0051216	cartilage development	BP
GO:0051217	molybdenum incorporation via l aspartyl molybdenum bis molybdopterin guanine dinucleotide	BP
GO:0051218	tungsten incorporation via l selenocysteinyl tungsten bis molybdopterin guanine dinucleotide	BP
GO:0051219	phosphoprotein binding	MF
GO:0051220	cytoplasmic sequestering of protein	BP
GO:0051221	tungsten incorporation into metallo sulfur cluster	BP
GO:0051222	positive regulation of protein transport	BP
GO:0051223	regulation of protein transport	BP
GO:0051224	negative regulation of protein transport	BP
GO:0051225	spindle assembly	BP
GO:0051228	mitotic spindle disassembly	BP
GO:0051229	meiotic spindle disassembly	BP
GO:0051230	spindle disassembly	BP
GO:0051231	spindle elongation	BP
GO:0051232	meiotic spindle elongation	BP
GO:0051233	spindle midzone	CC
GO:0051234	establishment of localization	BP
GO:0051235	maintenance of location	BP
GO:0051236	establishment of rna localization	BP
GO:0051237	maintenance of rna location	BP
GO:0051238	sequestering of metal ion	BP
GO:0051239	regulation of multicellular organismal process	BP
GO:0051240	positive regulation of multicellular organismal process	BP
GO:0051241	negative regulation of multicellular organismal process	BP
GO:0051245	negative regulation of cellular defense response	BP
GO:0051246	regulation of protein metabolic process	BP
GO:0051247	positive regulation of protein metabolic process	BP
GO:0051248	negative regulation of protein metabolic process	BP
GO:0051249	regulation of lymphocyte activation	BP
GO:0051250	negative regulation of lymphocyte activation	BP
GO:0051251	positive regulation of lymphocyte activation	BP
GO:0051252	regulation of rna metabolic process	BP
GO:0051253	negative regulation of rna metabolic process	BP
GO:0051254	positive regulation of rna metabolic process	BP
GO:0051255	spindle midzone assembly	BP
GO:0051256	mitotic spindle midzone assembly	BP
GO:0051257	meiotic spindle midzone assembly	BP
GO:0051258	protein polymerization	BP
GO:0051259	protein complex oligomerization	BP
GO:0051260	protein homooligomerization	BP
GO:0051261	protein depolymerization	BP
GO:0051262	protein tetramerization	BP
GO:0051263	microcin e492 biosynthetic process by siderophore ester modification of peptidyl serine	BP
GO:0051264	mono olein transacylation activity	MF
GO:0051265	diolein transacylation activity	MF
GO:0051266	sirohydrochlorin ferrochelatase activity	MF
GO:0051267	cp2 mannose ethanolamine phosphotransferase activity	MF
GO:0051268	alpha keto amide reductase activity	MF
GO:0051269	alpha keto ester reductase activity	MF
GO:0051270	regulation of cellular component movement	BP
GO:0051271	negative regulation of cellular component movement	BP
GO:0051272	positive regulation of cellular component movement	BP
GO:0051273	beta glucan metabolic process	BP
GO:0051274	beta glucan biosynthetic process	BP
GO:0051275	beta glucan catabolic process	BP
GO:0051276	chromosome organization	BP
GO:0051278	fungal type cell wall polysaccharide biosynthetic process	BP
GO:0051279	regulation of release of sequestered calcium ion into cytosol	BP
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol	BP
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	BP
GO:0051282	regulation of sequestering of calcium ion	BP
GO:0051283	negative regulation of sequestering of calcium ion	BP
GO:0051284	positive regulation of sequestering of calcium ion	BP
GO:0051285	cell cortex of cell tip	CC
GO:0051286	cell tip	CC
GO:0051287	nad binding	MF
GO:0051289	protein homotetramerization	BP
GO:0051290	protein heterotetramerization	BP
GO:0051291	protein heterooligomerization	BP
GO:0051292	nuclear pore complex assembly	BP
GO:0051293	establishment of spindle localization	BP
GO:0051294	establishment of spindle orientation	BP
GO:0051295	establishment of meiotic spindle localization	BP
GO:0051296	establishment of meiotic spindle orientation	BP
GO:0051298	centrosome duplication	BP
GO:0051299	centrosome separation	BP
GO:0051300	spindle pole body organization	BP
GO:0051301	cell division	BP
GO:0051302	regulation of cell division	BP
GO:0051303	establishment of chromosome localization	BP
GO:0051304	chromosome separation	BP
GO:0051305	chromosome movement towards spindle pole	BP
GO:0051306	mitotic sister chromatid separation	BP
GO:0051307	meiotic chromosome separation	BP
GO:0051308	male meiosis chromosome separation	BP
GO:0051309	female meiosis chromosome separation	BP
GO:0051310	metaphase plate congression	BP
GO:0051311	meiotic metaphase plate congression	BP
GO:0051312	chromosome decondensation	BP
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	BP
GO:0051316	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation	BP
GO:0051318	g1 phase	BP
GO:0051319	g2 phase	BP
GO:0051320	s phase	BP
GO:0051321	meiotic cell cycle	BP
GO:0051322	anaphase	BP
GO:0051323	metaphase	BP
GO:0051324	prophase	BP
GO:0051325	interphase	BP
GO:0051326	telophase	BP
GO:0051327	meiotic m phase	BP
GO:0051328	meiotic interphase	BP
GO:0051329	mitotic interphase	BP
GO:0051330	meiotic g1 phase	BP
GO:0051331	meiotic g2 phase	BP
GO:0051332	meiotic s phase	BP
GO:0051333	meiotic nuclear envelope reassembly	BP
GO:0051334	meiosis i nuclear envelope reassembly	BP
GO:0051335	meiosis ii nuclear envelope reassembly	BP
GO:0051336	regulation of hydrolase activity	BP
GO:0051337	amitosis	BP
GO:0051338	regulation of transferase activity	BP
GO:0051339	regulation of lyase activity	BP
GO:0051340	regulation of ligase activity	BP
GO:0051341	regulation of oxidoreductase activity	BP
GO:0051342	regulation of cyclic nucleotide phosphodiesterase activity	BP
GO:0051343	positive regulation of cyclic nucleotide phosphodiesterase activity	BP
GO:0051344	negative regulation of cyclic nucleotide phosphodiesterase activity	BP
GO:0051345	positive regulation of hydrolase activity	BP
GO:0051346	negative regulation of hydrolase activity	BP
GO:0051347	positive regulation of transferase activity	BP
GO:0051348	negative regulation of transferase activity	BP
GO:0051349	positive regulation of lyase activity	BP
GO:0051350	negative regulation of lyase activity	BP
GO:0051351	positive regulation of ligase activity	BP
GO:0051352	negative regulation of ligase activity	BP
GO:0051353	positive regulation of oxidoreductase activity	BP
GO:0051354	negative regulation of oxidoreductase activity	BP
GO:0051355	proprioception involved in equilibrioception	BP
GO:0051356	visual perception involved in equilibrioception	BP
GO:0051357	peptide cross linking via 3 2 methylthio ethyl 6 4 hydroxybenzylidene 5 iminopiperazin 2 one	BP
GO:0051358	peptide cross linking via 2 imino glutamic acid 5 imidazolinone glycine	BP
GO:0051359	peptide cross linking via 2 imino methionine 5 imidazolinone glycine	BP
GO:0051360	peptide cross linking via l asparagine 5 imidazolinone glycine	BP
GO:0051361	peptide cross linking via l lysine 5 imidazolinone glycine	BP
GO:0051362	peptide cross linking via 2 tetrahydropyridinyl 5 imidazolinone glycine	BP
GO:0051363	peptidoglycan protein cross linking via l alanyl pentaglycyl murein	BP
GO:0051364	n terminal peptidyl proline n formylation	BP
GO:0051365	cellular response to potassium ion starvation	BP
GO:0051366	protein decanoylation	BP
GO:0051367	peptidyl serine decanoylation	BP
GO:0051368	peptidyl threonine octanoylation	BP
GO:0051369	peptidyl threonine decanoylation	BP
GO:0051371	muscle alpha actinin binding	MF
GO:0051373	fatz binding	MF
GO:0051377	mannose ethanolamine phosphotransferase activity	MF
GO:0051378	serotonin binding	MF
GO:0051379	epinephrine binding	MF
GO:0051380	norepinephrine binding	MF
GO:0051381	histamine binding	MF
GO:0051382	kinetochore assembly	BP
GO:0051383	kinetochore organization	BP
GO:0051384	response to glucocorticoid	BP
GO:0051385	response to mineralocorticoid	BP
GO:0051386	regulation of neurotrophin trk receptor signaling pathway	BP
GO:0051387	negative regulation of neurotrophin trk receptor signaling pathway	BP
GO:0051388	positive regulation of neurotrophin trk receptor signaling pathway	BP
GO:0051389	inactivation of mapkk activity	BP
GO:0051390	inactivation of mapkkk activity	BP
GO:0051391	trna acetylation	BP
GO:0051392	trna n acetyltransferase activity	MF
GO:0051393	alpha actinin binding	MF
GO:0051394	regulation of nerve growth factor receptor activity	BP
GO:0051395	negative regulation of nerve growth factor receptor activity	BP
GO:0051396	positive regulation of nerve growth factor receptor activity	BP
GO:0051400	bh domain binding	MF
GO:0051401	ch domain binding	MF
GO:0051402	neuron apoptotic process	BP
GO:0051403	stress activated mapk cascade	BP
GO:0051407	glycerone phosphate inorganic phosphate antiporter activity	MF
GO:0051408	glyceraldehyde 3 phosphate inorganic phosphate antiporter activity	MF
GO:0051409	response to nitrosative stress	BP
GO:0051410	detoxification of nitrogen compound	BP
GO:0051412	response to corticosterone	BP
GO:0051413	response to cortisone	BP
GO:0051414	response to cortisol	BP
GO:0051415	microtubule nucleation by interphase microtubule organizing center	BP
GO:0051417	microtubule nucleation by spindle pole body	BP
GO:0051418	microtubule nucleation by microtubule organizing center	BP
GO:0051421	regulation of endo 1 4 beta xylanase activity	BP
GO:0051422	negative regulation of endo 1 4 beta xylanase activity	BP
GO:0051423	positive regulation of endo 1 4 beta xylanase activity	BP
GO:0051424	corticotropin releasing hormone binding	MF
GO:0051425	ptb domain binding	MF
GO:0051427	hormone receptor binding	MF
GO:0051428	peptide hormone receptor binding	MF
GO:0051429	corticotropin releasing hormone receptor binding	MF
GO:0051430	corticotropin releasing hormone receptor 1 binding	MF
GO:0051431	corticotropin releasing hormone receptor 2 binding	MF
GO:0051432	bh1 domain binding	MF
GO:0051433	bh2 domain binding	MF
GO:0051434	bh3 domain binding	MF
GO:0051435	bh4 domain binding	MF
GO:0051438	regulation of ubiquitin protein transferase activity	BP
GO:0051443	positive regulation of ubiquitin protein transferase activity	BP
GO:0051444	negative regulation of ubiquitin protein transferase activity	BP
GO:0051445	regulation of meiotic cell cycle	BP
GO:0051446	positive regulation of meiotic cell cycle	BP
GO:0051447	negative regulation of meiotic cell cycle	BP
GO:0051448	gonadotropin releasing hormone binding	MF
GO:0051449	thyrotropin releasing hormone binding	MF
GO:0051450	myoblast proliferation	BP
GO:0051451	myoblast migration	BP
GO:0051452	intracellular ph reduction	BP
GO:0051453	regulation of intracellular ph	BP
GO:0051454	intracellular ph elevation	BP
GO:0051455	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation	BP
GO:0051456	attachment of spindle microtubules to kinetochore involved in meiotic sister chromatid segregation	BP
GO:0051457	maintenance of protein location in nucleus	BP
GO:0051458	corticotropin secretion	BP
GO:0051459	regulation of corticotropin secretion	BP
GO:0051460	negative regulation of corticotropin secretion	BP
GO:0051461	positive regulation of corticotropin secretion	BP
GO:0051462	regulation of cortisol secretion	BP
GO:0051463	negative regulation of cortisol secretion	BP
GO:0051464	positive regulation of cortisol secretion	BP
GO:0051465	negative regulation of corticotropin releasing hormone secretion	BP
GO:0051466	positive regulation of corticotropin releasing hormone secretion	BP
GO:0051467	detection of steroid hormone stimulus	BP
GO:0051468	detection of glucocorticoid hormone stimulus	BP
GO:0051469	vesicle fusion with vacuole	BP
GO:0051470	ectoine transport	BP
GO:0051471	ectoine transmembrane transporter activity	MF
GO:0051472	glucosylglycerol metabolic process	BP
GO:0051473	glucosylglycerol biosynthetic process	BP
GO:0051474	glucosylglycerol transmembrane transporter activity	MF
GO:0051475	glucosylglycerol transport	BP
GO:0051476	mannosylglycerate transport	BP
GO:0051477	mannosylglycerate transmembrane transporter activity	MF
GO:0051478	mannosylglycerate metabolic process	BP
GO:0051479	mannosylglycerate biosynthetic process	BP
GO:0051480	regulation of cytosolic calcium ion concentration	BP
GO:0051481	negative regulation of cytosolic calcium ion concentration	BP
GO:0051482	positive regulation of cytosolic calcium ion concentration involved in phospholipase c activating g protein coupled signaling pathway	BP
GO:0051483	terpenoid biosynthetic process mevalonate independent	BP
GO:0051484	isopentenyl diphosphate biosynthetic process methylerythritol 4 phosphate pathway involved in terpenoid biosynthetic process	BP
GO:0051485	terpenoid biosynthetic process mevalonate dependent	BP
GO:0051486	isopentenyl diphosphate biosynthetic process mevalonate pathway involved in terpenoid biosynthetic process	BP
GO:0051489	regulation of filopodium assembly	BP
GO:0051490	negative regulation of filopodium assembly	BP
GO:0051491	positive regulation of filopodium assembly	BP
GO:0051492	regulation of stress fiber assembly	BP
GO:0051493	regulation of cytoskeleton organization	BP
GO:0051494	negative regulation of cytoskeleton organization	BP
GO:0051495	positive regulation of cytoskeleton organization	BP
GO:0051496	positive regulation of stress fiber assembly	BP
GO:0051497	negative regulation of stress fiber assembly	BP
GO:0051498	syn copalyl diphosphate synthase activity	MF
GO:0051499	d aminoacyl trna deacylase activity	MF
GO:0051500	d tyrosyl trna tyr deacylase activity	MF
GO:0051501	diterpene phytoalexin metabolic process	BP
GO:0051502	diterpene phytoalexin biosynthetic process	BP
GO:0051503	adenine nucleotide transport	BP
GO:0051504	diterpene phytoalexin precursor biosynthetic process pathway	BP
GO:0051505	cholesterol udp glucosyltransferase activity	MF
GO:0051506	ergosterol udp glucosyltransferase activity	MF
GO:0051507	beta sitosterol udp glucosyltransferase activity	MF
GO:0051508	stigmasterol udp glucosyltransferase activity	MF
GO:0051509	tomatidine udp glucosyltransferase activity	MF
GO:0051510	regulation of unidimensional cell growth	BP
GO:0051511	negative regulation of unidimensional cell growth	BP
GO:0051512	positive regulation of unidimensional cell growth	BP
GO:0051513	regulation of monopolar cell growth	BP
GO:0051514	negative regulation of monopolar cell growth	BP
GO:0051515	positive regulation of monopolar cell growth	BP
GO:0051516	regulation of bipolar cell growth	BP
GO:0051517	negative regulation of bipolar cell growth	BP
GO:0051518	positive regulation of bipolar cell growth	BP
GO:0051519	activation of bipolar cell growth	BP
GO:0051520	termination of bipolar cell growth	BP
GO:0051521	termination of monopolar cell growth	BP
GO:0051522	activation of monopolar cell growth	BP
GO:0051523	cell growth mode switching monopolar to bipolar	BP
GO:0051524	cell growth mode switching bipolar to monopolar	BP
GO:0051525	nfat protein binding	MF
GO:0051536	iron sulfur cluster binding	MF
GO:0051537	2 iron 2 sulfur cluster binding	MF
GO:0051538	3 iron 4 sulfur cluster binding	MF
GO:0051539	4 iron 4 sulfur cluster binding	MF
GO:0051540	metal cluster binding	MF
